//¨¬?¨ùo¢¬i	CN¡¾U¢¬iA¨£	AI¡Æ©ªAo¢¥E	Eu	A¨ù¡¤A	©öIA¢¬	Ao¢¥E	¢¬iA©¬¡¤u	©ö©¡¨úiA©÷(E¢¬CC)	A¨úA¡¤	E¡ÌAu¨ù¨¬	¨ù¨¬¨¬¡Æ	¡¤©ö¨¬¡×	¨¬nCa¡¤©ö¨¬¡×	A¨Ï¡¾a	¥ìi¡¾¨­	¨¡AA¡À	A¡ì¢¬¡Ì¢¬¢ÒA?©ö¡ì	¡íc¢¯eA?©ö¡ì	AuAoCa¥ì¢¯©öY¡Æ©¡	AO¨ùOA¢¬¡ÆYA¢®	AO¢¥eA¢¬¡ÆYA¢®	¡Æ©ª¡ÆY1(¡¾a¨¬¡í)	¡Æ©ª¡ÆY2(¡¾a¨¬¡í)	¡Æ©ª¡ÆY3(¨¡?¨ùo)	¡Æ¢®¡¤I¡Æ¢®A©¬A¢®	CA¡¤©öAO¨ùO¥ì¥ì	¡íc¨ù¡¾¡Æ¢®A©¬A¢®	Ai¢¬¡Ì¡¾a¡Æ¢®A©¬A¢®	¡Æ¢®¨ö¢¯ ¨¬nA©÷	¢¬O¢¬¢ç ¨¬nA©÷	¨¡E ¨¬nA©÷	¢¥U¢¬¢ç ¨¬nA©÷	¡Æ©ª¡ÆY¨ùO¥ì¥ì	Ac¡Æ©ª¡ÆY¨ùO¥ì¥ì	HP¨¬¢¬¢¯I	MP¨¬¢¬¢¯I	A©¬¡Æ¢®©ö©¡¨úiA¢®	¢¬¢Ò¢¬©£¥ì¥ì	¡Æ©¡¥ì¥ì	A©¬¡Æ¢®¡Æ©ª¡ÆY¨ùO¥ì¥ìAuCI	¢¬o¨ö¨¬AI ¨ùO¨ù¨¬	¨ùO¨ù¨¬¡Æ¨£	¡¤©ö¨¬¡× on off	AI¥ì¢¯¨ùO¥ì¥ì	¡ÆAAOAo¢¯¨£	¨¬nCaA?©ö¡ì	©øoAI¢ÒU¡¾a	¢¬O¢¬¢ç¢ÒU¡¾a	A¢Ò¡¤AA?©ö¡ì	¢¬¢Ò©öyAuC¡¿	Au¡¾aAuC¡¿	¨¬OAuC¡¿	©öU¢Ò¡ÀAuC¡¿	©ö¡ÆAuC¡¿	¢Ò¡ÍAuC¡¿	A|¡Æ©ª¡¾Y¨ú¡¿	A|¡Æ©ªAc¡¤a	Ac¡¤a¨úc	Ac¡¤aAAAy¥ì¥ì	¨öAA¨ùA?Ao¨öA¡Æ¡Ì	¨ú¨¡AIAU¡íy¨ù¨¬¨¬¢¬A¢´¡Æ¨£	¡Æ©¡CeA¢®	¨¬nCa¡Æ©¡CeA¢®	¢¬o¡íoAA	A©¬¡Æ¢®¢¥E¡¤A	A¡¿A¨öA?©ö¡ì	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ©ª¡ÆYE¢¯¡ÆuA¨ö1	¡Æ©ª¡ÆYE¢¯¡ÆuA¨ö2	A¡¿¢¥AE¢¯¡ÆuA¨ö1	A¡¿¢¥AE¢¯¡ÆuA¨ö2	CCC¨ªE¢¯¡ÆuA¨ö1	CCC¨ªE¢¯¡ÆuA¨ö2	CCC¨ªE¢¯¡ÆuA¨ö3	©ö©¡¡ÆuE¢¯¡ÆuA¨ö1	©ö©¡¡ÆuE¢¯¡ÆuA¨ö2	CN¡¾U¨ù©ø¢¬i	AaCoAo¢¯¨£	NPC ¢¬¢ÒA¨Ï	¢¬¢Ò¥ìa¢¬¢ç¡Æ¡Í¨¡¡ÀAI¨¡¢ç
//dwID	szName	dwAI	dwStr	dwSta	dwDex	dwInt	dwHR	dwER	dwRace	dwBelligerence	dwGender	dwLevel	dwFilghtLevel	dwSize	dwClass	bIfPart	dwKarma	dwUseable	dwActionRadius	dwAtkMin	dwAtkMax	dwAtk1	dwAtk2	dwAtk3	dwHorizontalRate	dwVerticalRate	dwDiagonalRate	dwThrustRate	dwChestRate	dwHeadRate	dwArmRate	dwLegRate	dwAttackSpeed	dwReAttackDelay	dwAddHp	dwAddMp	dwNaturealArmor	nAbrasion	nHardness	dwAdjAtkDelay	eElementType	wElementAtk	dwHideLevel	fSpeed	dwShelter	bFlying	dwJumpIng	dwAirJump	bTaming	dwResisMagic	fResistElecricity	fResistFire	fResistWind	fResistWater	fResistEarth	dwCash	dwSourceMaterial	dwMaterialAmount	dwCohesion	dwHoldingTime	dwCorrectionValue	dwExpValue	nFxpValue	nBodyState	dwAddAbility	bKillable	dwVirtItem1	dwVirtType1	dwVirtItem2	dwVirtType2	dwVirtItem3	dwVirtType3	dwSndAtk1	dwSndAtk2	dwSndDie1	dwSndDie2	dwSndDmg1	dwSndDmg2	dwSndDmg3	dwSndIdle1	dwSndIdle2	szComment	dwAreaColor	szNpcMark	dwMadrigalGiftPoint
MI_MaEw_RUTAM	IDS_PROPMOVER_TXT_001658	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001659	=	JobNPC	0
MI_MaEw_RAYA	IDS_PROPMOVER_TXT_001660	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001661	=	JobNPC	0
MI_MaEw_HARLIE	IDS_PROPMOVER_TXT_001662	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001663	=	JobNPC	0
MI_MaEw_RODELLA	IDS_PROPMOVER_TXT_001664	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001665	=	JobNPC	0
MI_MaEw_EPIE	IDS_PROPMOVER_TXT_001666	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001667	=	JobNPC	0
MI_MaEw_HURI	IDS_PROPMOVER_TXT_001668	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001669	=	JobNPC	0
MI_MaEw_GELGA	IDS_PROPMOVER_TXT_001670	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001671	=	JobNPC	0
MI_MaEw_RUOBORU	IDS_PROPMOVER_TXT_001672	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001673	=	JobNPC	0
MI_MaEw_CHEIRNAG	IDS_PROPMOVER_TXT_001680	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001681	=	JobNPC	0
MI_MaEw_CARL	IDS_PROPMOVER_TXT_001682	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001683	=	JobNPC	0
MI_MaEw_ISILIS	IDS_PROPMOVER_TXT_001684	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001685	=	JobNPC	0
MI_MaEw_ROMAIN	IDS_PROPMOVER_TXT_001686	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001687	=	JobNPC	0
MI_MaEw_BRANKA	IDS_PROPMOVER_TXT_001690	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001691	=	JobNPC	0
MI_MaEw_EMBLUM	IDS_PROPMOVER_TXT_001688	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001689	=	JobNPC	0
MI_MaEw_GUARDIAN01	IDS_PROPMOVER_TXT_001692	AII_MONSTER	150	150	150	150	150	150	=	BELLI_MELEE	=	=	=	=	RANK_GUARD	0	2000	=	=	7000	7000	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	800	1000	150000000	100	300	130	0	=	0	0	=	0.1	=	0	=	=	=	56	0	0	0	0	0	FALSE	=	=	=	=	=	1	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001693	=	JobNPC	0
MI_MaEw_GUARDIAN02	IDS_PROPMOVER_TXT_001694	AII_MONSTER	150	150	150	150	150	150	=	BELLI_MELEE	=	=	=	=	RANK_GUARD	0	2000	=	=	7000	7000	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	800	1000	150000000	100	300	130	0	=	0	0	=	0.1	=	0	=	=	=	56	0	0	0	0	0	FALSE	=	=	=	=	=	1	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001695	=	JobNPC	0
																																																																																					
//©öI¡¾©ö ¡¤©ö¨¬¡×¨ú¡À AI¨¬¡Í¨¡¢ç npc																																																																																					
MI_MaFl_ROMINA	IDS_PROPMOVER_TXT_001678	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.025	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001679	=	JobNPC	0
																																																																																					
//A|¡¤AA¢´¡¤E																																																																																					
MI_PET_SMELTPIYO	IDS_PROPMOVER_TXT_001696	AII_NONE	15	20	39	33	24	20	=	BELLI_PEACEFUL	=	1	=	=	RANK_LOW	0	=	1	=	1	1	=	=	=	=	=	=	=	=	=	=	=	1000	4000	2297	100	19	130	0	=	1	1	=	0.1	=	0	=	=	=	13	0	0	0.3	-0.3	0	30	=	=	=	=	13	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001697	=	=	31
MI_PET_SMELTUDI	IDS_PROPMOVER_TXT_001698	AII_NONE	15	20	39	33	24	20	=	BELLI_PEACEFUL	=	1	=	=	RANK_LOW	0	=	1	=	1	1	=	=	=	=	=	=	=	=	=	=	=	1000	4000	2297	100	19	130	0	=	1	1	=	0.1	=	0	=	=	=	13	0	0	0.3	-0.3	0	30	=	=	=	=	13	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001699	=	=	31
//¨¬¢¬¨ùU¨¬¢¬¨ùUCN ¨úc ¢¯i¢¬¢ç																																																																																					
MI_PET_SHEEP1	IDS_PROPMOVER_TXT_001700	AII_PET	15	20	39	33	24	20	=	BELLI_PEACEFUL	=	1	=	=	RANK_LOW	0	=	1	=	1	1	=	=	=	=	=	=	=	=	=	=	=	1000	4000	2297	100	19	130	0	=	1	1	=	0.1	=	0	=	=	=	13	0	0	0.3	-0.3	0	30	=	=	=	=	13	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001701	=	=	31
//A|¡¤A Au¨ö¨¬¨¡¢ç 																																																																																					
MI_PET_SMELTUDI01	IDS_PROPMOVER_TXT_001702	AII_PET	15	20	39	33	24	20	=	BELLI_PEACEFUL	=	1	=	=	RANK_LOW	0	=	1	=	1	1	=	=	=	=	=	=	=	=	=	=	=	1000	4000	2297	100	19	130	0	=	1	1	=	0.1	=	0	=	=	=	13	0	0	0.3	-0.3	0	30	=	=	=	=	13	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001703	=	=	31
																																																																																					
//A¢®CI AI¨¬¡Í¨¡¢ç																																																																																					
MI_MaEw_MEWRANG	IDS_PROPMOVER_TXT_001704	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001705	=	JobNPC	0
//¨¬¨¢¨öA¡íc©öUAI¨¬¡Í¨¡¢ç																																																																																					
MI_MIA5	IDS_PROPMOVER_TXT_001706	AII_MONSTER	15	20	67	57	75	50	=	BELLI_MELEE	=	20	=	=	RANK_SUPER	0	=	1	=	1829	1925	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	30000000	100	126	130	0	=	5	1	=	0.075	=	0	=	=	=	103	0	-0.3	0	0	0.3	1540	=	=	=	=	720	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001707	AREA_NORMAL	=	3000
MI_CARDPUPPET5	IDS_PROPMOVER_TXT_001708	AII_MONSTER	15	20	103	88	100	85	=	BELLI_MELEE	=	40	=	=	RANK_SUPER	0	=	1	=	1829	1925	II_WEA_MOB_CARDPUPPET4_ATK1	II_WEA_MOB_CARDPUPPET4_ATK2	II_WEA_MOB_CARDPUPPET4_ATK3	=	=	=	=	=	=	=	=	1000	3000	30000000	100	126	130	0	=	2	1	=	0.075	=	0	=	=	=	103	0	0	0.3	-0.3	0	1540	=	=	=	=	1950	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001709	AREA_NORMAL	=	3000
MI_RANGDA05	IDS_PROPMOVER_TXT_001710	AII_MONSTER	15	20	167	142	150	123	=	BELLI_MELEE	=	90	=	=	RANK_SUPER	0	=	1	=	1829	1925	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	30000000	100	126	130	0	=	4	1	=	0.075	=	0	=	=	=	103	0.3	0	-0.3	0	0	1590	=	=	=	=	6500	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001711	AREA_NORMAL	=	3000
//CC©øAA¢¬																																																																																					
MI_PINATA	IDS_PROPMOVER_TXT_001712	AII_MONSTER	15	15	15	15	0	5000	=	BELLI_MELEE	=	1	=	=	RANK_LOW	0	=	1	=	1	1	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	9	=	=	=	=	=	=	1000	3000	10	100	110	130	0	=	0	1	=	0.03	=	0	=	=	=	98	-0.3	0.3	0	0	0	798	=	=	=	=	0	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001713	AREA_NORMAL	=	31
"//¢¥e¢¬¢¬ ¡Æ¢®A¡×,©öUA¡×,¨¬¢¬ NPC"																																																																																					
MI_NPCDEMIAN	IDS_PROPMOVER_TXT_001714	AII_NONE	15	20	31	26	40	15	=	BELLI_PEACEFUL	=	9	=	=	RANK_CITIZEN	0	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001715	=	JobNPC	0
//¢¥e¢¬¢¬ A¡ì¢¬a¡¤©ö¢¯A ¨¡e																																																																																					
MI_PET_CHAMELEON	IDS_PROPMOVER_TXT_001716	AII_PET	15	20	39	33	24	20	=	BELLI_PEACEFUL	=	1	=	=	RANK_LOW	0	=	1	=	1	1	=	=	=	=	=	=	=	=	=	=	=	1000	4000	2297	100	19	130	0	=	1	1	=	0.1	=	0	=	=	=	13	0	0	0.3	-0.3	0	30	=	=	=	=	13	0	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001717	=	=	31
//A¥ì¡íc ¨úC¢¬¢ÒNPC																																																																																					
MI_LIGHT	IDS_PROPMOVER_TXT_001718	AII_NONE	15	20	31	26	40	15	=	BELLI_PEACEFUL	=	9	=	=	RANK_CITIZEN	0	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001719	=	JobNPC	0
MI_DARK	IDS_PROPMOVER_TXT_001720	AII_NONE	15	20	31	26	40	15	=	BELLI_PEACEFUL	=	9	=	=	RANK_CITIZEN	0	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001721	=	JobNPC	0
//¢¬¢ÒA¡í¨¬¡Æ ¡¾©¡¥ìa CI¢¯i¨ö¨¬ ¡Æu¢¬¢çAI ¨¬¨¢CO																																																																																					
MI_MaSa_ROA	IDS_PROPMOVER_TXT_001722	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001723	=	JobNPC	0
MI_MaEw_TROY	IDS_PROPMOVER_TXT_001724	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001725	=	JobNPC	0
//CO¡¤IA¨Ï AI¨¬¡Í¨¡¢ç npc ¡¤I¢¬¨­¡¤I																																																																																					
MI_NPC_ROMERO	IDS_PROPMOVER_TXT_001728	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001729	=	JobNPC	0
//CA¢Òo¢¬¢ç¨ö¨¬A©¬Cu ¡¾©¡¥ìa CI¢¯i¨ö¨¬ ¥ì¥ì¨úi																																																																																					
MI_MaFl_GUILDHOUSE_DOOR_01	IDS_PROPMOVER_TXT_001726	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001727	=	JobNPC	0
MI_MaFl_GUILDHOUSE_DOOR_02	IDS_PROPMOVER_TXT_001730	AII_NONE	10	10	10	10	0	0	=	BELLI_PEACEFUL	=	=	=	=	RANK_CITIZEN	0	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	1000	3000	=	=	0	130	0	=	0	0	=	0.1	=	0	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	1	0	=	=	0	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_ANIMAL 	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_001731	=	JobNPC	0
